initial_altitude_km,satellite_mass_kg,cross_sectional_area_m2,orbital_eccentricity,solar_activity_index,drag_coefficient,decay_time_days
257.140115,307.188453,1.166401,0.038446,188.537293,2.630142,147.164257
235.441886,175.061446,3.191341,0.003882,143.357746,2.231442,46.252006
244.399240,210.260683,0.369598,0.047384,83.016966,2.712353,1065.799724
319.826271,1.816428,0.014147,0.025031,213.012798,1.615293,222.337000
229.160734,81.272974,2.573050,0.014765,111.829178,2.104310,37.894104
571.691221,3.238236,0.047653,0.045306,127.869226,2.107654,1456.209988
456.190417,4.374086,0.023376,0.030175,134.406535,2.968472,1331.741719
555.463632,2.132362,0.016418,0.022467,175.455662,2.254626,1446.764242
473.046888,98.302205,0.454468,0.035698,218.056263,1.862898,1134.610015
408.067957,4.263372,0.071256,0.038767,118.853688,1.714314,618.601992
253.531345,256.053440,6.048242,0.002717,204.756142,2.444337,23.378697
218.740763,2.620839,0.010267,0.035349,81.284132,1.914254,452.501631
298.729548,3.459733,0.064741,0.015814,88.340630,2.611356,224.797761
537.084761,288.611258,5.368209,0.039447,230.536986,1.970022,357.560182
350.927222,14.795912,0.145528,0.004464,193.663468,2.946118,170.140380
453.084751,207.536516,0.998059,0.000218,100.051556,2.555786,3149.877600
586.419002,391.130108,9.228042,0.047539,196.457290,2.641557,359.415680
457.659689,11.062507,0.198695,0.018003,242.223967,1.572279,272.420038
383.079842,22.340759,2.007719,0.018435,136.566386,1.813324,73.211077
366.601773,46.700526,0.261123,0.042517,108.158930,2.733270,943.270213
495.438983,6.361464,0.039595,0.032242,141.123563,1.973441,2043.563526
556.086001,5.270109,0.352846,0.018389,80.456551,1.931114,803.385514
307.037071,63.059831,1.224058,0.000735,138.236929,2.753220,106.683372
365.457070,1.230167,0.010710,0.020214,165.568782,2.239297,366.236848
385.638064,104.691995,2.098815,0.025952,191.957608,2.945249,109.231050
509.168593,24.919723,2.043971,0.048801,92.599039,2.281944,296.142606
522.862215,55.221448,2.086535,0.013279,73.159425,1.680311,1626.496879
407.184211,28.412554,0.869714,0.018587,70.243653,2.022143,783.086313
589.677778,229.539884,0.773900,0.001180,231.740909,2.770591,2093.125890
359.202117,7.264086,0.283290,0.003285,111.082365,1.954374,191.445074
498.977763,495.672623,1.122101,0.002892,242.402164,2.210715,2127.999198
417.792933,1.375136,0.038681,0.003780,135.822535,2.944153,204.209097
256.321180,58.651537,2.712510,0.039066,174.093712,2.433620,14.851308
454.381883,227.212025,5.655324,0.033707,116.782896,2.082249,512.268971
316.201802,4.912954,0.349370,0.044507,197.389843,2.204982,18.391342
452.368716,4.584455,0.053172,0.006714,242.428142,2.171510,304.521132
400.241428,70.839773,0.239329,0.003812,119.446687,2.519430,2169.518696
418.630857,2.604773,0.042419,0.002195,99.834960,2.149224,850.889513
219.991611,20.759937,0.053202,0.049060,212.765717,2.765474,83.025082
584.250790,285.200350,1.962573,0.047571,249.067473,1.795389,1169.241704
303.816713,95.863717,0.779462,0.029678,83.154681,2.155494,709.630167
517.038047,378.897793,3.443192,0.047185,242.824409,2.861848,396.758926
264.668574,135.706236,0.999543,0.035917,114.521257,2.215350,249.648169
570.477627,113.535806,3.500469,0.031718,109.973657,1.843015,1081.336692
491.544577,52.354460,0.971185,0.021435,75.250557,1.643099,2578.480242
247.401049,6.419775,0.013637,0.019892,235.515584,1.933327,218.500925
504.403169,288.984170,0.772978,0.019623,205.767695,2.057586,2550.973355
342.848464,50.865874,0.933025,0.012550,171.533325,2.681324,111.960046
296.159565,2.974095,0.045979,0.045912,88.324663,1.787389,348.027449
215.571985,166.620845,7.101948,0.008761,226.018664,1.554028,8.299869
432.648917,14.758007,0.070386,0.029004,163.005709,2.154921,1225.320848
341.220157,160.764047,2.193292,0.047323,230.660481,2.841141,72.958975
390.534293,2.298122,0.098786,0.010234,176.403455,2.246310,85.470043
542.012081,119.102754,0.331712,0.003558,82.421367,1.810614,15000.000000
363.764829,421.458985,2.057636,0.041791,129.794386,2.716318,764.086284
461.860275,4.919917,0.188662,0.043794,167.037019,1.727393,214.744875
215.028436,15.943456,0.369429,0.038277,70.002094,1.691800,103.526139
221.853768,2.386958,0.049119,0.011306,124.755770,2.959617,29.801026
200.589529,291.829456,1.681469,0.048342,110.372827,2.594017,81.609564
539.370152,488.892810,2.820580,0.015147,128.553124,2.133944,3333.341090
272.645587,197.204405,0.406997,0.045097,215.204834,2.056412,335.231474
436.255134,6.346194,0.031766,0.003923,168.009453,2.491521,1066.220094
512.252687,21.389317,0.637766,0.047611,77.636014,2.375659,1099.803493
318.623965,32.275615,0.336257,0.037950,88.452874,2.571636,479.747073
347.712308,57.549850,0.242744,0.041375,195.497689,2.899387,339.436287
568.397808,97.944356,2.637623,0.036449,225.104363,2.541893,240.830823
278.096241,365.287309,1.269140,0.016781,246.134584,2.018013,189.088276
490.822705,1.600872,0.030839,0.047355,159.326576,2.343109,412.982285
514.482261,3.748925,0.010821,0.019218,74.534815,2.601666,12400.857408
481.479912,273.668728,1.175131,0.021883,112.295213,2.955386,2815.023646
586.814110,7.948906,0.034496,0.025240,199.321711,1.577503,3426.572968
520.001393,10.187836,0.029636,0.019828,93.708705,2.329061,9397.367160
323.915144,12.319917,0.056416,0.043571,191.086539,1.935068,377.310188
449.949640,13.006408,1.052107,0.041642,233.095671,2.357619,37.857208
220.734320,33.776630,0.730933,0.014382,125.219788,2.323288,34.684353
333.619986,20.074458,0.071990,0.020226,82.303576,2.599049,1962.426273
373.106752,371.879254,6.813115,0.016623,80.185418,2.528166,617.619829
456.693759,115.270535,1.789861,0.031614,105.818585,2.507219,833.685757
240.549159,7.074029,0.015941,0.013816,147.763407,1.916779,436.928916
407.480398,70.156891,1.635517,0.048534,90.394631,1.769047,677.563992
481.821771,1.239309,0.041305,0.017326,141.570228,2.134093,336.643606
393.215879,272.138990,0.647011,0.014373,188.216091,1.902801,1638.938354
230.791787,7.248669,0.626807,0.047571,123.512342,1.613375,13.974089
449.459511,30.504421,0.056582,0.013370,72.719923,2.472757,13999.235082
470.410515,22.950379,0.620876,0.030500,126.323331,2.559945,376.498134
546.438253,441.613919,0.750925,0.005295,97.869150,2.920101,14503.007827
281.053054,291.880102,4.965563,0.035057,192.420139,2.381379,49.887146
301.240616,10.688702,0.036781,0.047879,141.826357,2.175381,579.176727
468.984199,1.533169,0.018962,0.005095,71.497590,2.965510,2128.144675
499.353740,116.281155,1.480279,0.021701,116.568096,2.871823,1027.509090
203.621665,42.624142,1.387261,0.030665,184.783884,2.384181,7.140078
308.322531,108.695107,0.660990,0.003126,152.609293,1.871340,422.349155
469.148667,466.422544,2.466087,0.047575,220.928530,1.621724,1042.260337
417.701586,59.209467,0.366731,0.030839,203.718669,1.800423,668.749983
227.383488,5.411340,0.064056,0.046038,175.200804,2.056669,40.196646
347.379568,65.374848,0.777574,0.033323,211.729665,2.843019,108.900313
299.353443,32.939167,0.203063,0.021380,149.658193,2.558191,266.740079
529.897295,10.134785,0.322028,0.022196,73.944399,1.938575,1667.696202
222.470431,37.700041,0.169439,0.046356,88.970779,2.236644,298.659876
552.676245,3.584842,0.085000,0.034257,89.877735,2.721189,1230.750237
299.982779,138.745684,3.059615,0.026778,134.239476,2.272508,101.031202
515.717139,4.073820,0.115684,0.045689,241.506703,1.961694,186.438080
402.253661,30.936071,0.457208,0.043816,88.462233,2.911681,656.748838
401.252989,374.429571,1.576787,0.042941,191.849341,1.790795,925.144696
375.684240,29.405548,1.207393,0.008018,191.256175,2.415820,63.525665
291.839264,219.608391,1.574719,0.008264,70.358584,1.676327,1295.243063
405.973340,78.378502,4.705076,0.004178,73.443214,1.742044,443.933952
296.614737,51.543270,0.665669,0.005267,110.025035,2.031407,284.591977
298.140926,141.919120,7.578590,0.019552,112.156607,1.586598,82.720086
446.520194,119.010907,1.228257,0.020789,147.209980,2.335318,715.307746
480.858438,207.554141,0.783893,0.025006,144.152457,1.757541,3384.724704
282.500846,13.778983,0.181057,0.044784,106.776949,2.087789,209.772984
207.249616,92.563109,0.767855,0.003452,155.365904,2.689137,40.655394
475.452652,246.333988,3.223689,0.000499,200.219859,1.879909,527.186171
528.555345,69.084311,0.225882,0.024255,130.053111,2.764989,4053.117935
273.376879,2.725768,0.145706,0.044128,153.935756,2.782461,17.722445
521.415064,65.017025,0.147304,0.010174,82.055250,2.852661,13009.706435
416.704386,2.638825,0.133785,0.003328,186.697241,2.952099,63.275453
521.525818,1.727545,0.045744,0.049859,170.630671,2.150208,348.506346
340.208214,93.223354,1.473036,0.003436,136.523356,2.058800,256.062420
462.691794,48.294051,0.283118,0.000418,109.180132,2.563148,2355.543956
202.125390,34.984946,1.993174,0.038640,168.715449,2.706742,3.964567
433.485435,2.673086,0.026362,0.037587,214.540373,2.672940,285.065243
468.462989,122.233104,4.690602,0.037113,100.578581,2.430711,406.813030
499.991119,289.824571,1.567082,0.037936,177.487955,2.862343,1085.230827
452.956530,1.012242,0.040435,0.023696,198.951480,1.734715,150.177382
325.530723,107.789771,0.332031,0.010746,146.473152,1.862251,1068.870650
275.168152,191.453793,0.951771,0.034808,138.903778,1.615458,417.914371
518.496580,304.861073,0.811190,0.034618,117.531157,1.907919,7884.745553
329.804720,13.683560,0.610815,0.009546,195.035373,1.904268,45.301162
305.854011,8.943654,0.036574,0.040747,210.044544,2.492953,227.146946
235.353979,17.804526,1.236994,0.018417,147.822321,2.548423,9.565159
551.674309,11.795238,0.093128,0.027867,77.016278,1.865095,7225.277494
559.167675,422.590803,0.605881,0.016265,232.172961,2.832177,3888.725461
299.603494,56.210484,0.095481,0.003363,87.085229,2.365054,2955.836393
499.273565,206.184567,5.915916,0.042901,249.573094,2.709998,114.556053
252.032268,6.094682,0.086763,0.018021,211.072885,1.533639,54.313949
461.736802,205.261286,1.936011,0.000719,207.583610,1.848027,633.895559
215.575207,293.881317,1.852562,0.030976,171.411163,2.755679,48.344229
432.380152,34.962319,0.147127,0.037837,149.612885,2.986019,1133.601093
291.550185,17.468077,0.382853,0.046409,237.245114,2.395278,29.144585
284.654359,486.538678,1.397335,0.049056,186.911607,2.993447,247.773531
437.263288,14.726749,0.131634,0.022738,191.461534,1.580022,705.550628
576.676795,118.193790,0.882911,0.025018,194.359116,1.751036,1779.731102
310.115285,22.815743,1.304420,0.031797,177.874381,1.734310,34.140746
382.068797,29.310909,2.174241,0.041868,100.551117,2.501641,102.265011
443.878970,221.716411,0.405327,0.041908,214.505968,2.549459,1719.047186
395.398253,180.440009,5.806608,0.007685,173.069302,2.102831,132.698735
433.276322,2.518666,0.186211,0.017746,79.358083,2.389260,271.513523
233.826151,6.830141,0.043022,0.044049,228.924667,2.410270,45.282032
545.198733,111.002695,2.558120,0.009833,202.736695,2.829140,291.499666
598.895160,86.434252,0.248330,0.044868,182.073496,1.545039,6226.527466
538.955172,426.421163,1.178727,0.016764,82.062977,1.593591,15000.000000
307.424867,483.912971,1.302264,0.008375,96.509601,1.651467,2399.280943
375.896195,1.541270,0.049833,0.039915,128.725705,1.917553,186.834903
258.768769,3.955523,0.284193,0.043233,97.886556,2.013968,33.340834
320.967805,37.346534,0.328493,0.040190,94.686728,2.345113,561.623425
257.631514,4.019548,0.239195,0.013682,157.810177,2.435998,15.294784
322.585387,122.907946,1.496298,0.002849,145.349309,2.733572,185.657957
429.715030,17.554374,0.411214,0.038852,225.196535,2.500819,113.728312
536.043231,9.409233,0.293885,0.044476,136.864107,2.984177,351.421663
496.656581,174.740633,3.796505,0.024159,220.881476,2.238854,238.332708
270.196651,7.164977,0.048919,0.028966,158.132403,2.351591,157.433404
421.064907,3.452907,0.035959,0.033083,95.420238,2.058260,1389.129782
311.457225,168.943505,6.044653,0.009142,218.627971,1.828065,39.119510
587.970610,33.791294,0.126524,0.007150,137.418684,2.356891,5523.563907
234.806887,24.160876,1.043023,0.042256,213.266750,2.335177,7.935349
517.037925,8.296078,0.113151,0.037513,97.368742,2.440993,1656.570434
237.510611,1.461923,0.041939,0.046037,77.210641,2.229196,80.724896
295.258661,8.154744,0.029072,0.023403,153.933894,2.862652,369.942750
394.906142,33.982906,0.156170,0.029846,249.920387,2.144978,435.296076
531.021221,11.313612,0.340206,0.001523,106.800707,1.756063,1078.167256
375.271445,4.121209,0.051575,0.008034,74.494899,2.758771,992.513006
219.845749,1.287456,0.033150,0.005580,179.497510,2.586897,13.839935
351.900609,45.940336,2.081202,0.019605,205.138537,2.702169,34.872052
294.773330,10.558587,0.184442,0.028289,237.246049,2.516090,38.553164
467.147163,18.481592,0.089670,0.013275,180.063450,2.899808,1012.027183
539.243694,3.024931,0.069960,0.044243,203.032056,2.920742,243.124481
585.344128,156.627838,1.808977,0.035802,197.124309,1.515427,1312.627529
335.988746,98.895697,3.189447,0.022140,116.988735,1.618409,189.568674
574.193805,82.232704,7.260820,0.018625,237.153501,1.778600,104.294032
438.085134,3.372696,0.054951,0.048404,150.408615,1.725708,505.973109
388.384101,408.886516,3.420688,0.037559,205.696255,2.492870,269.130526
502.819246,18.174483,0.171235,0.000344,108.240510,1.583408,3147.439839
360.962504,57.110282,1.183498,0.044778,233.651548,2.826880,57.869083
308.653273,149.335596,3.110624,0.009232,131.579372,1.785915,165.985127
247.956437,7.103201,0.079401,0.026573,121.830162,2.602389,99.708514
438.432782,465.180829,5.096114,0.008220,90.984953,2.150766,1706.478716
337.583075,161.620986,0.500975,0.032933,237.679885,2.599500,336.196497
462.812199,44.819481,3.017541,0.019976,128.823047,2.847580,128.850522
520.392280,115.238335,8.743890,0.028843,153.516706,1.656682,202.895653
285.878355,8.601899,0.946570,0.029742,202.996002,1.600851,11.309065
412.916750,172.262597,6.530511,0.008626,172.235374,1.654898,166.424232
527.496092,8.865801,0.110295,0.012984,244.550254,2.975351,327.106186
220.139811,13.309360,0.694882,0.034601,152.427219,1.579148,13.703134
301.143247,79.333435,0.270428,0.017960,218.239401,2.366448,273.403083
392.852840,192.920927,0.591328,0.011062,138.578429,2.761363,1531.761215
383.649609,424.729644,1.126158,0.046628,91.355878,1.954929,4342.514005
412.628861,13.556668,0.931599,0.023780,143.394659,1.548989,129.530052
588.460363,1.341139,0.022340,0.035738,82.321081,2.343283,2881.528947
445.118334,26.126453,0.448735,0.033089,83.824549,2.907723,904.456132
361.283102,3.458432,0.058346,0.040734,180.129584,2.750466,118.657715
242.349727,2.165140,0.016230,0.020659,191.648127,2.032347,78.208201
358.103726,1.889552,0.180946,0.007841,218.914387,1.772668,24.709356
267.281462,157.446253,1.564801,0.027852,111.648515,2.818995,162.492162
583.247204,265.946280,0.805829,0.044309,238.174741,1.830669,2836.775709
451.928262,28.741194,0.192918,0.037620,165.632923,2.104816,971.693671
492.598586,387.385784,3.419777,0.007322,219.927349,2.736707,497.069185
372.520683,79.614361,0.283179,0.045753,115.210468,2.068561,1827.602790
405.638177,4.183143,0.365562,0.028652,128.538015,1.962702,90.969287
591.341915,58.800713,1.031049,0.019758,201.106754,2.948621,465.000426
522.172017,386.521995,9.353990,0.020011,210.993637,2.920134,211.682339
210.307840,125.968589,6.540175,0.032975,193.848200,2.405293,4.752564
272.473312,18.420895,0.178476,0.011134,125.298955,2.434130,178.658116
264.090240,5.267355,0.017881,0.020907,206.310936,1.756405,246.994121
357.241563,2.686283,0.030836,0.000830,189.109363,1.650368,292.403613
570.585519,15.172060,0.150899,0.002531,77.090530,2.129441,6025.629979
211.460971,294.587758,7.481404,0.000565,211.726952,2.374879,9.605760
359.073766,15.493726,0.065234,0.027210,119.543053,2.960701,946.465289
561.697317,171.527579,3.141164,0.027493,79.103159,2.062083,2843.477723
522.259522,6.757055,0.019323,0.011304,217.114956,1.836478,2782.381913
380.023456,41.442110,1.808860,0.043534,85.034485,2.006181,286.120994
220.517540,20.378593,0.388886,0.022105,130.192212,2.238803,36.917808
264.546943,134.819010,6.262780,0.040272,206.828967,2.357994,12.621554
344.429891,1.813193,0.149876,0.033985,80.202478,2.112683,117.215047
478.865477,149.346315,0.521075,0.032075,116.769065,1.790153,5068.728874
291.997502,280.167233,1.045385,0.012027,191.029092,2.116956,323.085284
529.740179,44.310136,1.032316,0.007816,202.831171,2.095488,357.713010
308.257577,397.115234,1.024801,0.049629,98.116271,1.621844,2173.655642
463.769185,53.193849,0.721390,0.043305,122.099114,2.366711,790.867094
364.476190,12.003807,0.040233,0.016514,171.561727,2.141230,935.971209
573.773216,2.990130,0.011184,0.041164,170.114325,2.533631,2921.528550
527.352170,1.053707,0.042752,0.044496,248.553295,1.560208,167.867566
506.145346,133.189574,8.658739,0.043278,88.511667,1.879540,491.509675
469.535559,91.316875,0.644838,0.016216,191.767075,2.770331,654.454984
473.012984,11.403936,0.047733,0.021453,119.666085,2.363039,3046.265967
476.941722,66.355898,3.048945,0.031267,204.474088,1.849999,134.458238
442.398787,14.374021,0.272637,0.002250,202.147227,2.774170,190.667168
571.543820,14.898268,1.083792,0.023267,72.462835,1.997957,925.186770
452.550130,33.385290,0.980558,0.027407,101.436493,2.139598,548.452475
586.121089,22.664229,0.316837,0.044519,173.838616,1.575625,1277.595383
227.757634,49.047992,0.165871,0.030046,131.372543,1.634815,316.001559
257.312583,396.303406,2.009910,0.014668,164.584655,2.572078,156.292832
470.544427,109.727798,8.672644,0.047296,123.248338,2.519450,129.681854
464.733834,19.815268,0.093453,0.029673,72.923820,2.450567,5846.718117
466.022396,52.747532,3.122878,0.017137,94.223728,2.334868,323.855316
567.359017,468.163880,2.185056,0.005172,142.364899,2.474682,3569.989381
540.460294,9.076510,0.443219,0.028287,162.603039,2.936447,181.018299
351.991632,1.538906,0.088055,0.019436,113.253842,2.410703,90.291315
238.657934,295.317691,4.176915,0.049367,149.938640,1.765345,63.172836
598.227560,6.339059,0.161477,0.040624,128.849384,2.374072,860.124226
469.002905,3.633596,0.024265,0.015762,93.977786,2.523288,2737.095161
431.397003,122.085882,0.316138,0.035031,205.624980,2.540133,1223.872113
492.099676,7.886473,0.213354,0.009332,74.624136,2.428759,1266.604173
446.842378,12.684713,0.021093,0.009812,92.598962,2.774939,8938.628363
417.737955,3.398728,0.312169,0.031889,217.612150,1.850611,38.837684
475.724165,291.981979,0.926866,0.015389,180.454823,1.878468,2505.546425
492.088687,27.418775,1.274133,0.032048,153.912686,2.047234,220.990769
480.842982,44.336124,0.230436,0.033783,141.268701,1.997028,2181.697871
364.911891,189.541768,1.327095,0.012544,91.680521,2.902095,1039.005529
224.814705,226.417999,1.717411,0.025297,99.146141,2.008958,182.485343
341.891423,7.726935,0.145152,0.005757,228.989248,2.101056,84.001088
463.876109,324.733928,1.244513,0.032412,81.060332,2.163050,6638.360822
581.826372,13.459785,0.160098,0.023871,178.325212,1.727148,1364.795868
335.233764,6.325217,0.042315,0.019587,99.278947,1.690236,1176.522637
223.426122,12.099640,0.108753,0.029761,226.944351,2.328549,28.671347
521.204753,62.272281,0.154503,0.003964,171.853101,2.310418,3948.129220
318.530321,1.538772,0.017452,0.007572,147.898867,1.715204,289.659091
575.827436,4.854259,0.269474,0.029331,219.118961,2.632700,126.065488
452.037251,12.845685,0.023607,0.039173,119.872465,2.742979,4852.929171
550.053447,2.847391,0.164539,0.008858,199.971892,2.956410,117.585336
406.513320,209.217293,2.685500,0.046797,191.005124,2.370968,238.320329
580.213128,12.857698,0.069343,0.049126,85.503785,1.533099,11658.761899
252.871863,8.403663,0.628613,0.032198,138.571332,2.159783,15.127163
560.961310,36.272761,2.893762,0.010817,149.663922,2.074823,216.006905
530.536324,313.404646,3.004671,0.017655,213.961006,2.382001,676.635161
452.583517,238.461113,0.420089,0.029928,144.545392,2.676608,3833.159558
505.476908,3.307303,0.211593,0.011339,189.973956,2.285102,114.609213
265.346703,1.693808,0.156092,0.010115,139.607270,1.776689,19.186410
404.682979,6.460773,0.328920,0.019139,221.046389,2.224941,53.142234
224.816567,117.567555,0.471651,0.028693,171.883316,1.606734,158.424266
583.916408,6.828111,0.420543,0.004900,77.931855,1.573042,1376.760032
458.228873,85.773650,3.427658,0.047299,221.589768,1.568378,131.465445
250.777766,318.079285,9.300708,0.025928,114.252540,1.684926,69.343127
473.725700,2.175783,0.016993,0.007128,138.785105,2.923471,1063.227616
201.674977,15.000657,0.176331,0.032091,143.941986,2.505652,27.909987
209.602018,265.571763,0.628173,0.008854,87.716354,2.003057,556.561355
471.018322,1.071294,0.069471,0.023754,236.038171,2.320393,57.724916
339.975141,113.104041,0.276684,0.049626,113.320693,2.673639,1522.273528
359.733032,24.238357,0.100595,0.048911,102.560542,2.114509,1657.249532
492.348138,30.749045,0.124230,0.028918,219.870119,2.130017,1300.911106
476.820221,14.963688,0.362105,0.020791,168.745915,1.709981,403.378059
551.840599,58.473538,1.017787,0.049577,107.496770,2.860563,1095.153040
393.521016,3.084226,0.030505,0.017891,176.880514,2.127584,390.518426
388.695935,2.529640,0.011901,0.028514,107.819295,2.330208,1692.186361
341.932742,101.955459,0.503701,0.028195,117.009238,2.670319,781.435947
518.497444,1.332412,0.060813,0.030505,157.871982,2.602538,200.754379
367.639789,3.790456,0.308118,0.025685,121.873215,2.398949,63.702616
314.250395,17.259451,0.033360,0.001197,175.269006,2.601912,803.008313
388.659796,14.766815,0.366548,0.031284,169.095703,1.637133,201.158034
558.629863,403.068887,4.698675,0.001128,225.099679,1.794441,833.990131
438.778089,251.407046,0.520438,0.021484,204.974788,2.715242,1592.412309
272.314060,14.603119,0.462809,0.009932,114.434265,1.903196,82.388660
285.597871,9.017206,0.887435,0.020016,216.135902,1.924927,9.670225
467.550612,112.149439,4.555267,0.046638,73.624813,2.697984,584.732093
383.407425,360.358573,0.802184,0.033151,192.231989,2.346886,1178.788468
314.888484,27.692864,0.058691,0.002461,111.594554,2.819629,1527.854999
288.260424,6.238408,0.052143,0.042956,160.010487,1.707188,211.329566
503.216168,254.985721,8.505171,0.015630,143.922874,2.640008,304.993429
458.241031,344.967092,1.188412,0.015169,210.740364,2.901816,1001.963488
586.255590,96.259295,0.531107,0.006536,190.907595,2.090333,2322.220856
282.727157,242.265723,1.720459,0.015609,146.943975,2.256684,223.701785
292.889876,185.745861,0.822488,0.013458,105.753690,2.107988,797.794278
500.511570,80.885013,0.134905,0.042306,102.906410,2.845493,9338.527074
335.696264,1.881272,0.089295,0.024309,89.622451,1.593647,209.148754
523.530529,74.200862,0.184427,0.015123,224.565662,2.813233,1958.090442
476.129139,89.460355,0.865317,0.034127,129.691033,2.917536,905.628428
404.228163,6.304992,0.025817,0.015603,214.431285,1.679929,931.547597
580.954701,157.146854,0.658120,0.033116,205.328526,1.993234,2519.913324
543.402582,6.873267,0.057141,0.035252,203.555991,1.697530,1221.320907
549.217259,198.580330,3.526095,0.002682,199.143698,1.753288,659.547590
353.358856,26.619363,1.449279,0.041822,168.803734,1.752418,59.847981
404.445455,414.876655,1.343280,0.023045,219.167617,2.406469,773.002228
242.160551,247.824424,4.343488,0.033551,195.464350,2.758281,22.703258
490.148640,76.883339,7.660372,0.020389,229.548465,1.668886,63.120745
471.665027,38.279067,0.078491,0.013528,114.782522,2.447064,6578.515722
510.202119,185.198961,2.108198,0.006963,71.928754,2.089683,4225.241727
342.876934,103.514471,0.328520,0.026027,149.319679,2.016137,1056.493613
403.103135,11.102669,0.975975,0.049137,114.995120,1.707557,116.167539
438.146548,65.937468,2.889083,0.021110,211.311506,2.122718,90.783290
459.498846,69.739419,0.345640,0.022901,116.196497,2.128455,2728.494493
328.341817,47.575721,0.108405,0.049787,148.347210,2.394075,993.341127
221.893083,50.253396,5.559102,0.020935,109.534287,1.806363,11.126176
537.551764,25.300451,1.486235,0.008391,91.665444,2.613438,496.582263
571.523184,5.593578,0.133191,0.005957,162.230708,2.145804,650.897802
448.532250,31.462145,0.049910,0.005530,76.406242,2.578077,14631.127556
221.532210,21.754677,0.105617,0.001948,140.525961,1.784813,173.245851
377.673363,3.984088,0.010709,0.025445,225.060223,2.513380,668.963535
511.218523,125.053837,0.240302,0.049442,156.981774,2.191100,5145.633982
415.357992,25.776489,0.108828,0.042877,87.526041,2.988203,2550.358296
202.792905,119.661229,3.037883,0.011738,217.396469,2.105221,8.067806
316.544429,110.534755,0.301211,0.018843,227.662886,2.126092,421.412984
332.062380,2.084626,0.078379,0.047670,80.840850,1.660201,271.402392
328.160514,2.462333,0.023525,0.039158,92.049615,1.746430,793.299196
228.214255,2.064648,0.017123,0.009506,217.825028,2.864144,31.987779
582.179277,2.893503,0.010957,0.042982,100.385801,1.870442,10506.154090
404.712183,100.410623,0.306453,0.046740,233.656385,2.654164,613.833141
313.673718,2.455421,0.030174,0.018853,140.797721,1.933453,236.170733
476.498666,326.497024,1.653513,0.015515,160.602124,1.751350,2087.751526
458.213743,6.601038,0.174000,0.027352,85.740370,1.733660,1063.186674
215.924576,90.368375,2.383399,0.047782,241.653869,1.910982,8.549125
356.887117,196.346066,8.785626,0.007060,207.432852,2.921670,35.028377
567.058911,1.873268,0.101011,0.031272,215.488278,2.831203,117.872594
325.481250,350.979565,2.774289,0.017798,96.731221,2.453468,651.388166
352.849398,23.276249,0.847979,0.009834,112.746995,1.698403,211.251121
440.378194,7.217198,0.255342,0.018125,218.319577,2.544120,90.823157
520.375489,38.127580,1.126187,0.005493,229.063114,1.770238,255.520007
210.139442,7.268170,0.052773,0.015805,80.033354,2.535070,167.196744
354.722897,62.186485,5.401057,0.007358,123.635902,1.620871,80.765119
202.418817,12.731669,0.030555,0.006162,125.382236,2.225790,219.298529
586.332928,132.134770,0.459177,0.037078,168.401908,1.808692,4858.909440
413.823688,4.225028,0.130691,0.008311,234.968047,1.793187,108.523132
503.929463,456.545881,4.392234,0.047603,202.826998,2.008235,679.398782
219.842363,212.461290,1.227408,0.023252,110.856137,1.885594,189.952918
336.853040,311.708620,5.353594,0.022243,158.028712,2.942326,114.952573
427.582193,253.139070,3.510875,0.040590,131.532828,2.643262,467.872047
345.302141,422.674785,1.726378,0.047050,182.177867,2.690903,410.591676
358.021335,81.057664,1.765588,0.020094,191.276121,1.576895,149.400651
342.792972,4.244488,0.040944,0.009321,204.886499,2.452116,170.791530
316.764469,478.610281,0.829590,0.024130,108.885659,2.622913,1995.159188
370.842018,10.047248,0.057085,0.044898,164.508881,2.212651,556.296755
378.690587,83.980136,8.547743,0.010299,70.169815,1.685175,227.768597
296.941478,34.719373,1.528795,0.041955,169.118883,2.494966,27.826760
440.100564,12.966159,0.105907,0.038487,245.573866,2.596876,291.157325
459.385823,80.917598,2.800504,0.044870,91.488582,1.602661,742.092179
438.924951,160.626345,4.063957,0.023672,223.818531,2.090453,143.585892
235.253772,2.250840,0.031369,0.042377,102.727178,2.665198,80.826994
482.641652,161.711700,6.133714,0.031766,105.367654,2.303022,447.683992
423.897865,465.152436,0.802012,0.033346,148.371338,2.786902,2860.105897
411.035189,1.228767,0.080970,0.002641,200.695273,1.888356,63.984760
412.988363,36.826362,0.710530,0.030029,99.925959,2.346625,573.178837
587.927546,4.941875,0.037676,0.046130,207.198170,2.591447,1043.036069
466.674261,9.704667,0.100769,0.030123,158.161456,2.435069,671.331821
407.725077,2.549472,0.203581,0.040259,103.439852,1.796334,157.434850
463.322976,263.562882,6.289311,0.013838,170.470813,2.156575,296.774768
569.058056,3.455572,0.265648,0.016394,202.683835,2.253558,122.844793
334.529358,74.456542,0.285137,0.000600,169.506678,2.880804,486.618506
234.161212,10.533118,0.282159,0.025901,180.553524,2.958692,14.225717
247.188993,4.029046,0.184136,0.021895,221.918825,1.567727,13.797901
215.969013,3.528058,0.088430,0.028881,172.763270,2.173618,15.437647
242.649448,432.670479,0.963209,0.004975,207.987270,2.050197,238.632993
440.316860,21.179623,0.279288,0.014260,183.538676,2.551299,336.118476
503.110624,3.430425,0.286354,0.015902,236.435522,1.922878,68.366202
565.120320,166.473479,3.598697,0.027320,114.953952,2.415545,1069.890343
